comparison,metric,mean,episode_cluster_ci_low,episode_cluster_ci_high,num_states,num_episode_clusters
wrong_vs_correct,executed_prefix_norm_rms,0.34175136112292354,0.324304212694338,0.36010097892628,499,100
wrong_vs_correct,full_chunk_norm_rms_0_31,0.4008567076436925,0.3795118039990338,0.423915985852406,499,100
wrong_vs_correct,translation_norm_rms,0.27387518399795974,0.2600221843419516,0.2880982242330789,499,100
wrong_vs_correct,rotation_norm_rms,0.38288477076700506,0.3591612432605388,0.40761045279442026,499,100
wrong_vs_correct,executed_prefix_cosine_similarity,0.9513769382079702,0.9427191205517443,0.9592679634874341,499,100
wrong_vs_correct,executed_prefix_gripper_flip_rate,0.038276553106212426,0.032400000000000005,0.044288577154308624,499,100
wrong_vs_correct,full_horizon_gripper_flip_rate,0.04133266533066132,0.03577693571064944,0.047345447144288566,499,100
