condition,enabled_layer_ranges,enabled_video_retrieval_layers,disabled_video_layers,num_retrieval_layers,executed_prefix_norm_rms,executed_prefix_norm_rms_cluster_ci_low,executed_prefix_norm_rms_cluster_ci_high,norm_rms_h0,norm_rms_h0_h1,full_chunk_norm_rms_0_31,round1_raw_output_full_chunk_rms,executed_prefix_cosine_similarity,executed_prefix_gripper_flip_rate,full_horizon_gripper_flip_rate,translation_norm_rms,rotation_norm_rms,online_success_rate,delta_success_rate,paired_delta_success_rate,paired_delta_ci_low,paired_delta_ci_high,task_hierarchical_delta_ci_low,task_hierarchical_delta_ci_high,mcnemar_exact_p_value,mcnemar_holm_p_value,candidate_action_sufficient,catastrophic_task_failure,catastrophic_task_ids,total_episodes,offline_samples
baseline_round2,0-29,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",[],30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,100,499
keep_15_29,15-29,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",15,0.13668826971756567,0.13296012795694637,0.14037957258447065,0.14033100562529918,0.14138703349846102,0.1370033262812704,0.04572764761199923,0.9932732050394739,0.010621242484969942,0.008642284569138277,0.1462507975561913,0.11887717614761942,0.95,-0.020000000000000018,-0.02,-0.07,0.03,-0.09,0.04,0.6875,0.6875,True,False,[],100,499
keep_20_29,20-29,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",10,0.32446988222014367,0.3166791687153402,0.33273908614850356,0.3137617594684939,0.3126191298345515,0.3722214467858107,0.127661525353784,0.949541110376077,0.061523046092184376,0.07101703406813627,0.3666933536085954,0.2478298208398942,0.49,-0.48,-0.48,-0.58,-0.38,-0.6699999999999999,-0.29,9.059419880941277e-14,2.717825964282383e-13,False,True,"[1, 4, 5, 7, 9]",100,499
keep_25_29,25-29,"[25, 26, 27, 28, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",5,0.676308698019794,0.657801286203892,0.6943758937336012,0.6921144461455397,0.6933310056138395,0.7672412593459481,0.2704517803352028,0.7497221946152485,0.19378757515030062,0.39472695390781565,0.793712531959869,0.4774551967884268,0.0,-0.97,-0.97,-1.0,-0.93,-1.0,-0.9099999999999999,1.262177448353619e-29,8.835242138475332e-29,False,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,499
keep_00_14,0-14,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",15,0.84892146095512,0.8156022330220037,0.8806897473629173,0.8585650119683905,0.8631650362466095,0.8388054855695667,0.2895591393265436,0.514919271022652,0.4308617234468938,0.29853456913827653,1.012730781102016,0.5566879664910022,0.0,-0.97,-0.97,-1.0,-0.93,-1.0,-0.9099999999999999,1.262177448353619e-29,8.835242138475332e-29,False,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,499
keep_00_19,0-19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",20,0.6032197312213301,0.5772880762229006,0.6284443783506172,0.6472255142130271,0.652615831669463,0.5619307800598821,0.18148913606429326,0.8448326387181829,0.19258517034068134,0.08222695390781563,0.6812765262674049,0.44982166578772037,0.12,-0.85,-0.85,-0.92,-0.77,-0.99,-0.65,1.137373342260413e-24,4.549493369041652e-24,False,True,"[0, 1, 2, 3, 4, 6, 7, 8, 9]",100,499
keep_15_19,15-19,"[15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",5,0.7239160789781027,0.6947200756616019,0.7531994600654237,0.7613168167665253,0.7653828539470083,0.6999003106651344,0.23488979470421203,0.7390422653293529,0.2569138276553106,0.1754759519038076,0.8355687738665071,0.5201520542847801,0.08,-0.89,-0.89,-0.95,-0.83,-0.99,-0.73,3.2311742677852644e-27,1.6155871338926322e-26,False,True,"[0, 1, 2, 3, 4, 6, 7, 8, 9]",100,499
keep_15_19_25_29,"15-19,25-29","[15, 16, 17, 18, 19, 25, 26, 27, 28, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21, 22, 23, 24]",10,0.3278948868334472,0.31801833002435564,0.3377349633265276,0.37686574368964904,0.37087057912096066,0.298058802440146,0.094161760475542,0.9684710979023406,0.013226452905811623,0.013965430861723447,0.34061954690268986,0.2909712047570675,0.86,-0.10999999999999999,-0.11,-0.19,-0.04,-0.22000000000000003,-0.019999999999999997,0.00738525390625,0.0147705078125,False,False,[],100,499
