cell_code,A,B,C,condition,num_samples,num_episode_clusters,executed_prefix_norm_rms_cluster_ci_low,executed_prefix_norm_rms_cluster_ci_high,executed_prefix_norm_rms,norm_rms_h0,norm_rms_h0_h1,full_chunk_norm_rms_0_31,round1_raw_output_full_chunk_rms,executed_prefix_cosine_similarity,executed_prefix_gripper_flip_rate,full_horizon_gripper_flip_rate,translation_norm_rms,rotation_norm_rms,executed_prefix_norm_rms_by_dimension
000,0,0,0,keep_none_late,499,100,0.9298042922803552,0.9978808777390255,0.9640716481349432,0.9577281923414509,0.9647098456993115,0.9689112747631303,0.3392273642785148,0.31199412836545154,0.6152304609218436,0.5966933867735471,1.1456848488535705,0.6428920953604965,"[1.3723433097628943,0.7396181970442018,0.8182020782032597,0.5495516067728426,0.6872576609277544,0.40385807968629844]"
001,0,0,1,keep_25_29,499,100,0.6579765131546687,0.6944257043340465,0.676308698019794,0.6921144461455397,0.6933310056138395,0.7672412593459481,0.2704517803352028,0.7497221946152485,0.19378757515030062,0.39472695390781565,0.793712531959869,0.4774551967884268,"[0.8852075369664518,0.513043666905986,0.6217901470883547,0.45515528067850364,0.511392137581731,0.27201332492616914]"
010,0,1,0,keep_20_24,499,100,0.7207977658473118,0.7767055673928394,0.7488435972501195,0.7412863275674163,0.7464059557678965,0.7908543632721948,0.27234359666766705,0.7274050827739474,0.3637274549098196,0.2917710420841683,0.8840199231348701,0.5101182268228913,"[1.0546387627440021,0.593521958712912,0.5980724932887703,0.4218872585448317,0.5156652237680915,0.36278557254116084]"
011,0,1,1,keep_20_29,499,100,0.31661656457256476,0.33248149747528727,0.32446988222014367,0.3137617594684939,0.3126191298345515,0.3722214467858107,0.127661525353784,0.949541110376077,0.061523046092184376,0.07101703406813627,0.3666933536085954,0.2478298208398942,"[0.41291505272083867,0.24291523443930707,0.3210041240160229,0.22564952452108422,0.2657786662079294,0.15748032188425196]"
100,1,0,0,keep_15_19,499,100,0.6947368652037291,0.7525222706730026,0.7239160789781027,0.7613168167665253,0.7653828539470083,0.6999003106651344,0.23488979470421203,0.7390422653293529,0.2569138276553106,0.1754759519038076,0.8355687738665071,0.5201520542847801,"[0.9782302929891079,0.5673489026011368,0.5960541918618405,0.45289217823468225,0.5368847057361623,0.34293808318576363]"
101,1,0,1,keep_15_19_25_29,499,100,0.31828870809918797,0.33772965119229237,0.3278948868334472,0.37686574368964904,0.37087057912096066,0.298058802440146,0.094161760475542,0.9684710979023406,0.013226452905811623,0.013965430861723447,0.34061954690268986,0.2909712047570675,"[0.3611281620410384,0.267789823295414,0.24528812757536234,0.254137853561433,0.33051403338642144,0.17707870016591404]"
110,1,1,0,keep_15_24,499,100,0.4997499582785396,0.5421835628211825,0.5211616774043003,0.5571152269141424,0.5608064997654211,0.5133447019540688,0.16642567512736858,0.931930520329362,0.19198396793587175,0.10113977955911824,0.5819603169653194,0.4011145768769744,"[0.707943751477905,0.3826950897326253,0.4192451966635133,0.3509831056588785,0.40121827139393823,0.2784961154926327]"
111,1,1,1,keep_15_29,499,100,0.13299377012797478,0.140417768489939,0.13668826971756567,0.14033100562529918,0.14138703349846102,0.1370033262812704,0.04572764761199923,0.9932732050394739,0.010621242484969942,0.008642284569138277,0.1462507975561913,0.11887717614761942,"[0.15588744871986626,0.0749674405451533,0.1561771693763333,0.09341152559464441,0.1340804017484048,0.08731493041753846]"
